,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_vf_coef,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,state
102,102,,2022-06-26 09:27:59.955011,2022-06-26 09:28:04.243747,0 days 00:00:04.288736,relu,32,0.1,0.015104425089912795,0.95,0.98,0.7134605253250007,0.8,5,128,medium,0.16153204863528248,,,,PRUNED
103,103,144.250151,2022-06-26 09:28:04.244349,2022-06-26 09:33:32.401016,0 days 00:05:28.156667,relu,128,0.3,5.71893529676818e-06,0.92,0.999,0.00471851105357231,0.3,1,128,small,0.35336822571758264,144.250151,,,PRUNED
104,104,314.8677495999999,2022-06-26 09:33:32.401577,2022-06-26 09:40:06.905365,0 days 00:06:34.503788,tanh,256,0.3,0.003957445078540921,0.99,0.995,0.00010934830109298569,0.6,5,128,medium,0.2319691551024026,314.8677495999999,,,PRUNED
105,105,188.0715042,2022-06-26 09:37:33.417613,2022-06-26 10:07:50.806417,0 days 00:30:17.388804,tanh,16,0.2,5.1626449795621326e-08,0.98,0.9999,4.782223815601573e-05,0.6,10,32,medium,0.5425097700361604,188.0715042,,,PRUNED
106,106,54.4378234,2022-06-26 09:40:06.906086,2022-06-26 09:48:19.805253,0 days 00:08:12.899167,tanh,128,0.4,5.193367402271195e-07,0.98,0.995,0.0009420444442198137,0.7,10,256,medium,0.2565122751901052,54.4378234,,,PRUNED
107,107,146.2547466,2022-06-26 09:45:46.566894,2022-06-26 09:53:05.905767,0 days 00:07:19.338873,tanh,128,0.4,1.4103824537361934e-07,0.99,0.99,0.0007306719160678884,2.0,5,256,small,0.6111830379468445,146.2547466,,,PRUNED
108,108,,2022-06-26 09:48:19.805975,2022-06-26 09:55:53.566046,0 days 00:07:33.760071,tanh,128,0.1,3.11065950675779e-06,0.98,0.999,0.6574814763613885,0.9,20,512,medium,0.4532114788481894,,,,PRUNED
109,109,35.759144,2022-06-26 09:53:05.906373,2022-06-26 10:03:01.219215,0 days 00:09:55.312842,relu,256,0.2,0.0009692796333823176,0.92,0.98,0.12512583588571605,0.5,5,64,medium,0.40339125814866855,35.759144,,,PRUNED
110,110,2986.3579862,2022-06-26 09:55:53.566760,2022-06-26 11:58:21.104814,0 days 02:02:27.538054,relu,512,0.3,4.067455196342492e-07,0.92,0.99,0.0023670484105372275,1.0,1,2048,small,0.7524202825657651,1007.1772586000001,1799.2468903999998,2607.7054500000004,COMPLETE
111,111,-13.2704868,2022-06-26 10:03:01.220031,2022-06-26 10:22:49.517698,0 days 00:19:48.297667,tanh,16,0.2,2.510695810347581e-07,0.95,0.99,0.008559774129311257,0.7,5,1024,medium,0.9388766024546851,-13.2704868,,,PRUNED
112,112,89.81519420000001,2022-06-26 10:07:50.807249,2022-06-26 10:18:09.961518,0 days 00:10:19.154269,tanh,256,0.2,2.0580121923523e-05,0.8,0.99,0.0010705892396558059,1.0,1,16,medium,0.551853619795598,89.81519420000001,,,PRUNED
113,113,12.3851632,2022-06-26 10:18:09.962814,2022-06-26 10:37:50.935698,0 days 00:19:40.972884,relu,16,0.3,0.0014127303561776098,0.8,0.999,0.09222511163136772,0.7,5,64,medium,0.31399052530049465,12.3851632,,,PRUNED
114,114,150.19595619999998,2022-06-26 10:22:49.518379,2022-06-26 10:41:57.275268,0 days 00:19:07.756889,relu,16,0.2,3.515932090042085e-07,0.95,0.999,1.999601269217296e-05,2.0,5,64,small,0.29264889389516635,150.19595619999998,,,PRUNED
115,115,4.9596978,2022-06-26 10:37:50.936397,2022-06-26 11:08:45.711391,0 days 00:30:54.774994,relu,16,0.3,0.00028531496293417613,1.0,0.95,0.06986207258936405,5.0,10,64,small,0.4098434837637555,4.9596978,,,PRUNED
116,116,127.86553180000001,2022-06-26 10:41:57.276862,2022-06-26 11:58:08.406376,0 days 01:16:11.129514,relu,32,0.3,0.009974977345434585,0.9,0.9999,6.77786318276609e-05,0.5,10,128,small,0.12959698484365512,991.5579191999999,127.86553180000001,,PRUNED
117,117,612.8706484,2022-06-26 11:08:45.712489,2022-06-26 12:23:55.645746,0 days 01:15:09.933257,relu,16,0.2,0.00742161219059166,0.9,0.98,0.00011701262688430515,2.0,5,32,small,0.6333068201638998,452.545712,612.8706484,,PRUNED
118,118,,2022-06-26 11:58:08.407029,2022-06-26 11:59:38.189343,0 days 00:01:29.782314,relu,32,0.1,3.287356393975516e-05,0.9,0.9,0.3620742212518881,0.9,5,32,medium,0.9180532349758996,,,,PRUNED
119,119,4188.9002992000005,2022-06-26 11:58:21.106092,2022-06-26 17:16:41.726522,0 days 05:18:20.620430,tanh,16,0.1,5.36900147491372e-06,0.9,0.99,0.00036454427481625315,0.3,5,1024,small,0.38097647146233266,378.3795162,2659.9090544,4914.0511234,COMPLETE
120,120,94.6482882,2022-06-26 11:59:38.190188,2022-06-26 12:15:28.589531,0 days 00:15:50.399343,tanh,16,0.4,0.04495042759556246,0.95,0.95,0.00035970538784427567,1.0,5,16,small,0.017634859610877518,94.6482882,,,PRUNED
121,121,92.0667104,2022-06-26 12:15:28.590234,2022-06-26 12:25:06.611407,0 days 00:09:38.021173,tanh,8,0.4,3.3771556004786095e-05,0.95,0.999,0.01736842208770241,0.7,1,64,medium,0.018846371207257517,92.0667104,,,PRUNED
122,122,-6.4627584,2022-06-26 12:23:55.646422,2022-06-26 12:50:44.402243,0 days 00:26:48.755821,relu,128,0.1,2.0425484126254184e-07,0.92,0.9999,0.012971202689269105,1.0,10,16,medium,0.9180646968246168,-6.4627584,,,PRUNED
123,123,-3.2455537999999997,2022-06-26 12:25:06.612054,2022-06-26 12:31:45.913881,0 days 00:06:39.301827,tanh,128,0.2,1.575955972066552e-05,0.92,0.999,0.03132075066351853,0.8,5,1024,medium,0.8106011903273446,-3.2455537999999997,,,PRUNED
124,124,231.29868419999997,2022-06-26 12:31:45.914501,2022-06-26 12:41:42.534603,0 days 00:09:56.620102,tanh,128,0.3,0.0012682145774173994,0.98,0.98,0.000543890261913444,0.7,20,512,small,0.8418877377854709,231.29868419999997,,,PRUNED
125,125,77.3516582,2022-06-26 12:41:42.535160,2022-06-26 12:57:00.220786,0 days 00:15:17.685626,relu,16,0.2,0.07696922556563454,0.92,0.95,0.007682375968577101,0.5,5,2048,small,0.816396394208572,77.3516582,,,PRUNED
126,126,69.7799222,2022-06-26 12:50:44.402917,2022-06-26 12:57:25.008046,0 days 00:06:40.605129,relu,32,0.3,1.6324105565706103e-08,0.98,0.95,5.058197573295444e-05,0.9,1,32,small,0.9631185115030311,69.7799222,,,PRUNED
127,127,,2022-06-26 12:57:00.221465,2022-06-26 12:57:31.655744,0 days 00:00:31.434279,tanh,32,0.3,9.773937481370361e-05,0.92,0.9999,0.5775910071635264,0.7,5,64,small,0.016466331122577782,,,,PRUNED
128,128,753.6701028,2022-06-26 12:57:25.008659,2022-06-26 13:54:40.652781,0 days 00:57:15.644122,tanh,64,0.3,0.0034212870315036507,0.95,0.98,1.4582242546851498e-05,2.0,20,1024,medium,0.9071487478893125,430.59925920000006,753.6701028,,PRUNED
129,129,-14.099371200000002,2022-06-26 12:57:31.656362,2022-06-26 13:20:44.864786,0 days 00:23:13.208424,tanh,128,0.4,2.1240151645306375e-07,0.95,0.999,0.0006676587878081408,1.0,20,32,small,0.4274433011820898,-14.099371200000002,,,PRUNED
130,130,136.4244224,2022-06-26 13:20:44.865448,2022-06-26 13:31:05.119382,0 days 00:10:20.253934,relu,256,0.2,0.005222721840633107,0.92,0.95,1.0559795523055416e-05,1.0,5,32,medium,0.7623156931306964,136.4244224,,,PRUNED
131,131,326.6412246,2022-06-26 13:31:05.120006,2022-06-26 14:47:38.587072,0 days 01:16:33.467066,tanh,8,0.1,1.8270906432256568e-07,0.8,0.95,1.105874497266092e-05,5.0,20,256,small,0.706619330715218,326.6412246,,,PRUNED
132,132,334.9217642,2022-06-26 13:54:40.654730,2022-06-26 14:01:52.777113,0 days 00:07:12.122383,relu,128,0.3,1.8492629949936167e-06,1.0,0.995,1.0260027790202445e-05,0.7,10,2048,medium,0.43186098433653913,334.9217642,,,PRUNED
133,133,-13.118807200000001,2022-06-26 14:01:52.777921,2022-06-26 14:15:15.321447,0 days 00:13:22.543526,relu,16,0.2,1.1030453211577298e-07,0.99,0.99,0.15894654721223372,0.9,5,512,small,0.7591495443365673,-13.118807200000001,,,PRUNED
134,134,,2022-06-26 14:15:15.322051,2022-06-26 14:15:52.618515,0 days 00:00:37.296464,tanh,512,0.2,0.001416358951342163,0.9,0.98,0.3967617684362565,0.9,20,16,medium,0.2775411997018833,,,,PRUNED
135,135,,2022-06-26 14:15:52.619454,2022-06-26 14:16:45.439511,0 days 00:00:52.820057,relu,32,0.2,1.9609592540185336e-05,0.92,0.99,0.4887390054732702,0.9,10,256,small,0.3126292881962829,,,,PRUNED
136,136,,2022-06-26 14:16:45.440215,2022-06-26 14:20:02.274266,0 days 00:03:16.834051,relu,256,0.2,7.209321140517371e-05,0.99,0.95,0.2868717044953017,0.7,5,512,small,0.821628370317437,,,,PRUNED
137,137,58.55761640000001,2022-06-26 14:20:02.275141,2022-06-26 14:25:41.105886,0 days 00:05:38.830745,tanh,512,0.1,0.003041505080915701,0.92,0.95,0.056097278201483004,0.8,10,512,small,0.1647455677657802,58.55761640000001,,,PRUNED
138,138,-5.7468776,2022-06-26 14:25:41.106493,2022-06-26 14:31:21.713453,0 days 00:05:40.606960,tanh,256,0.4,9.309823173937691e-08,0.9,0.995,0.29591066248585446,2.0,5,256,small,0.5982266130421516,-5.7468776,,,PRUNED
139,139,27.3678084,2022-06-26 14:31:21.714035,2022-06-26 15:10:58.653312,0 days 00:39:36.939277,tanh,8,0.3,3.9889173662379555e-07,0.92,0.98,0.003927515698323086,2.0,10,128,small,0.6276709643723598,27.3678084,,,PRUNED
140,140,338.8055316,2022-06-26 14:47:38.587760,2022-06-26 17:39:36.341057,0 days 02:51:57.753297,relu,128,0.1,1.7494590753096966e-07,0.8,0.9,0.0006237474563255565,0.9,20,16,small,0.7191688214132574,368.93609660000004,338.8055316,,PRUNED
141,141,543.7198502,2022-06-26 15:10:58.653909,2022-06-26 15:37:01.148995,0 days 00:26:02.495086,tanh,256,0.3,1.2438926255804469e-08,0.92,0.95,0.0011161696886099548,0.7,10,512,small,0.295172561150881,495.81207700000004,543.7198502,,PRUNED
142,142,327.33890140000005,2022-06-26 15:37:01.149654,2022-06-26 15:51:37.671510,0 days 00:14:36.521856,tanh,64,0.1,0.007913813532471298,0.92,0.99,0.004377621509428656,0.8,20,256,small,0.12136089863752765,327.33890140000005,,,PRUNED
143,143,94.6642868,2022-06-26 15:51:37.672410,2022-06-26 15:57:20.104489,0 days 00:05:42.432079,tanh,256,0.1,0.02255307853986746,0.95,0.99,0.025225307099941568,5.0,1,128,small,0.11277903613024699,94.6642868,,,PRUNED
144,144,97.2059926,2022-06-26 15:57:20.105846,2022-06-26 16:12:18.265647,0 days 00:14:58.159801,relu,32,0.3,0.03176077518964777,1.0,0.995,2.0615561057960536e-05,0.6,10,128,small,0.5027288961786476,97.2059926,,,PRUNED
145,145,527.5608084,2022-06-26 16:12:18.266523,2022-06-26 17:12:16.515320,0 days 00:59:58.248797,tanh,32,0.4,0.0010837359810890916,0.92,0.9,0.0001300675245193972,0.3,10,128,small,0.038793089433924455,542.4936516,527.5608084,,PRUNED
146,146,415.63781259999996,2022-06-26 17:12:16.516708,2022-06-26 20:19:27.101738,0 days 03:07:10.585030,relu,16,0.3,0.02268146467411154,1.0,0.99,2.3973830044600882e-05,0.7,20,32,small,0.21417082506519283,592.7093918,415.63781259999996,,PRUNED
147,147,-7.456139,2022-06-26 17:16:41.728559,2022-06-26 17:24:07.512579,0 days 00:07:25.784020,tanh,64,0.3,5.35161437485538e-05,0.95,0.999,0.02849371654152255,0.3,5,2048,medium,0.8503579795792331,-7.456139,,,PRUNED
148,148,,2022-06-26 17:24:07.513444,2022-06-26 17:29:30.169043,0 days 00:05:22.655599,tanh,512,0.4,2.2805021112780544e-06,0.9,0.95,0.5533984203022414,0.9,20,256,small,0.557629954157811,,,,PRUNED
149,149,17.4865334,2022-06-26 17:29:30.169855,2022-06-26 17:35:52.417358,0 days 00:06:22.247503,relu,128,0.2,3.2887339078288663e-07,0.98,0.95,0.8812871987349591,1.0,5,128,small,0.150888321969321,17.4865334,,,PRUNED
150,150,305.6134006,2022-06-26 17:35:52.418003,2022-06-26 17:43:31.747261,0 days 00:07:39.329258,relu,128,0.1,0.0026087462200694955,0.9,0.98,0.0007157993762334228,0.7,10,512,small,0.7745275842797579,305.6134006,,,PRUNED
151,151,38.107416799999996,2022-06-26 17:39:36.341797,2022-06-26 18:02:04.127342,0 days 00:22:27.785545,tanh,8,0.4,7.002860013074967e-07,0.95,0.9999,0.005202504764307987,0.6,5,512,medium,0.07814186190330219,38.107416799999996,,,PRUNED
152,152,311.0644452,2022-06-26 17:43:31.747899,2022-06-26 17:58:56.563871,0 days 00:15:24.815972,relu,32,0.4,3.1835931017621635e-07,0.92,0.9,0.00016186842898283292,0.8,10,128,medium,0.760539642381918,311.0644452,,,PRUNED
153,153,113.72205880000001,2022-06-26 17:58:56.564644,2022-06-26 18:25:14.124700,0 days 00:26:17.560056,tanh,8,0.2,5.415475458935706e-07,0.9,0.98,0.004559675212370497,2.0,5,128,small,0.0025672274230140735,113.72205880000001,,,PRUNED
154,154,101.2285412,2022-06-26 18:02:04.128038,2022-06-26 18:15:04.294167,0 days 00:13:00.166129,tanh,32,0.2,7.236028004777827e-08,0.9,0.9,2.953327207107842e-05,1.0,10,64,small,0.13969248957217528,101.2285412,,,PRUNED
155,155,91.8269792,2022-06-26 18:15:04.295433,2022-06-26 18:24:11.497602,0 days 00:09:07.202169,relu,32,0.3,7.986097036499808e-05,0.98,0.95,0.024594274179124673,0.3,5,512,small,0.6950478761986043,91.8269792,,,PRUNED
156,156,17.092457000000003,2022-06-26 18:24:11.498266,2022-06-26 18:47:14.715371,0 days 00:23:03.217105,tanh,128,0.2,0.007528030992294759,0.92,0.999,1.5946957108312763e-05,2.0,20,32,small,0.7618315329591335,17.092457000000003,,,PRUNED
157,157,-111.34475259999999,2022-06-26 18:25:14.125237,2022-06-26 18:40:38.637531,0 days 00:15:24.512294,relu,32,0.3,7.799200041005376e-07,0.9,0.999,0.05032515534531999,1.0,10,512,medium,0.587784422488928,-111.34475259999999,,,PRUNED
158,158,443.9393264,2022-06-26 18:40:38.638179,2022-06-26 19:07:37.939604,0 days 00:26:59.301425,relu,128,0.1,0.0029708448472964212,0.92,0.95,0.0035624745531646364,0.5,5,1024,small,0.47691454004074346,423.5384016,443.9393264,,PRUNED
159,159,,2022-06-26 18:47:14.715958,2022-06-26 18:48:26.343914,0 days 00:01:11.627956,relu,32,0.3,0.0009332509181312566,1.0,0.98,0.754037146345327,2.0,1,2048,small,0.11682494806259348,,,,PRUNED
160,160,,2022-06-26 18:48:26.344495,2022-06-26 18:48:56.870047,0 days 00:00:30.525552,relu,128,0.3,0.00118399042863959,0.95,0.98,0.26516497855702903,2.0,10,2048,small,0.1402702835109314,,,,PRUNED
161,161,95.48089780000001,2022-06-26 18:48:56.870952,2022-06-26 19:04:56.487951,0 days 00:15:59.616999,tanh,16,0.2,0.00013176008125301386,0.99,0.99,0.0027842120288663996,1.0,5,512,medium,0.7621195924871504,95.48089780000001,,,PRUNED
162,162,178.38209999999998,2022-06-26 19:04:56.488743,2022-06-26 19:13:35.613758,0 days 00:08:39.125015,tanh,16,0.2,2.938487221942262e-07,0.98,0.99,4.782512198063659e-05,1.0,1,512,small,0.2513684673139299,178.38209999999998,,,PRUNED
163,163,93.81462339999999,2022-06-26 19:07:37.940318,2022-06-26 19:20:17.214481,0 days 00:12:39.274163,tanh,32,0.2,2.7890998527560896e-08,0.99,0.995,0.060833779558467686,0.3,5,1024,small,0.5619205286151892,93.81462339999999,,,PRUNED
164,164,-6.1083928,2022-06-26 19:10:35.013895,2022-06-26 19:17:41.707799,0 days 00:07:06.693904,relu,64,0.3,0.0009803662410209524,0.9,0.995,0.15099769008415892,0.5,1,2048,small,0.9025982355491369,-6.1083928,,,PRUNED
165,165,86.5119632,2022-06-26 19:13:35.614369,2022-06-26 19:39:19.364170,0 days 00:25:43.749801,tanh,16,0.3,0.017339523682631468,0.92,0.9,0.0011582606884861786,0.9,10,64,small,0.5815437785029004,86.5119632,,,PRUNED
166,166,,2022-06-26 19:17:41.709040,2022-06-26 19:20:11.674670,0 days 00:02:29.965630,tanh,64,0.4,7.294556994419945e-07,1.0,0.999,0.8843881571609684,0.7,20,64,medium,0.7149467273071411,,,,PRUNED
167,167,,2022-06-26 19:20:11.675421,2022-06-26 19:29:54.586912,0 days 00:09:42.911491,relu,64,0.3,0.004758059894920787,0.98,0.98,0.1114317584355733,1.0,5,8,small,0.6296598282934032,,,,PRUNED
168,168,797.0402413999999,2022-06-26 19:20:17.215147,2022-06-26 20:18:33.313887,0 days 00:58:16.098740,relu,16,0.2,4.5321378913074505e-08,1.0,0.99,8.141961103099082e-05,0.5,5,1024,medium,0.5266549915708789,339.66003820000003,797.0402413999999,,PRUNED
169,169,0.8327774000000001,2022-06-26 19:29:54.587683,2022-06-26 19:40:19.913065,0 days 00:10:25.325382,relu,32,0.3,0.00021776587263900408,0.98,0.995,0.0005576877722321197,2.0,5,32,medium,0.19602176135202468,0.8327774000000001,,,PRUNED
170,170,270.6232608,2022-06-26 19:39:19.364844,2022-06-26 21:15:53.044906,0 days 01:36:33.680062,relu,256,0.3,1.4728248965726574e-06,0.95,0.995,1.9924878853329312e-05,0.3,10,256,medium,0.787777904922707,370.4215734,1002.3993634000001,270.6232608,PRUNED
171,171,88.4634822,2022-06-26 19:40:19.913780,2022-06-26 20:02:51.834811,0 days 00:22:31.921031,tanh,128,0.4,0.08277308951323233,0.9,0.9,0.0004143346774359158,0.7,5,8,small,0.8595338158298589,88.4634822,,,PRUNED
172,172,,2022-06-26 20:02:51.835349,2022-06-26 20:05:48.504552,0 days 00:02:56.669203,tanh,256,0.2,4.282876675277873e-05,0.9,0.995,0.4233591321444679,0.6,5,128,small,0.0823851495877641,,,,PRUNED
173,173,-4.105458199999999,2022-06-26 20:05:48.505243,2022-06-26 21:32:47.828843,0 days 01:26:59.323600,tanh,16,0.3,1.2679571925080739e-08,0.92,0.98,0.009392810764014168,0.7,20,8,small,0.9479593020192483,-4.105458199999999,,,PRUNED
174,174,9.379990799999998,2022-06-26 20:18:33.314565,2022-06-26 20:46:10.013459,0 days 00:27:36.698894,tanh,256,0.2,1.5252028080868977e-05,0.9,0.999,0.0010814819335334,0.7,5,512,medium,0.4098150184705907,1002.0519836,9.379990799999998,,PRUNED
175,175,192.8509926,2022-06-26 20:19:27.102351,2022-06-26 20:26:58.461115,0 days 00:07:31.358764,relu,256,0.1,0.009240218701951804,0.98,0.99,0.015542820132114903,1.0,10,2048,medium,0.1327721086030954,192.8509926,,,PRUNED
176,176,551.865133,2022-06-26 20:26:58.461831,2022-06-26 20:56:41.429116,0 days 00:29:42.967285,tanh,512,0.4,0.023263230803810896,0.92,0.95,0.00011920557928848374,0.6,5,128,medium,0.3887733750412388,393.00523119999997,551.865133,,PRUNED
177,177,177.95023120000002,2022-06-26 20:46:10.014599,2022-06-26 21:02:08.555835,0 days 00:15:58.541236,relu,16,0.2,5.456221392656105e-07,0.92,0.995,0.004097580746098403,2.0,5,128,medium,0.14431923551576398,177.95023120000002,,,PRUNED
178,178,,2022-06-26 20:56:41.429764,2022-06-26 20:57:14.948779,0 days 00:00:33.519015,relu,32,0.3,2.4215579283556542e-05,0.9,0.95,0.13839241827012672,0.9,10,16,medium,0.8680304473220231,,,,PRUNED
179,179,275.1356612,2022-06-26 20:57:14.949820,2022-06-26 21:23:11.169586,0 days 00:25:56.219766,tanh,16,0.1,0.008960660265177552,0.95,0.9999,0.0006612571230591866,0.6,5,8,small,0.45168046173781523,275.1356612,,,PRUNED
180,180,5.646482799999999,2022-06-26 21:02:08.556474,2022-06-26 21:27:27.156313,0 days 00:25:18.599839,relu,256,0.2,4.047638366569786e-06,0.99,0.999,0.00025708018282286397,1.0,10,512,small,0.10660882880696411,946.6683876,5.646482799999999,,PRUNED
181,181,128.8146686,2022-06-26 21:15:53.045685,2022-06-26 21:21:20.233409,0 days 00:05:27.187724,relu,256,0.4,0.0055508391993687,0.95,0.95,0.03542041242073576,2.0,5,1024,medium,0.633184718448652,128.8146686,,,PRUNED
182,182,-5.0559488,2022-06-26 21:21:20.234167,2022-06-26 21:31:30.683868,0 days 00:10:10.449701,tanh,128,0.2,9.331327530560679e-08,0.95,0.995,0.048157993670936504,2.0,10,64,medium,0.7460699399484463,-5.0559488,,,PRUNED
183,183,-1.5216828000000002,2022-06-26 21:23:11.170198,2022-06-26 21:39:08.456026,0 days 00:15:57.285828,tanh,32,0.2,3.3221842327858294e-05,0.98,0.99,0.0024071378248449577,0.5,5,16,small,0.4350614721140413,-1.5216828000000002,,,PRUNED
184,184,93.6212396,2022-06-26 21:27:27.156866,2022-06-26 21:37:31.816006,0 days 00:10:04.659140,relu,16,0.3,4.353283389505889e-05,0.98,0.95,9.34618649909008e-05,0.6,1,8,small,0.6655944614667968,93.6212396,,,PRUNED
185,185,99.24022160000001,2022-06-26 21:31:30.684561,2022-06-26 22:13:23.283262,0 days 00:41:52.598701,tanh,16,0.3,0.0006665657000282137,0.98,0.9,0.003658031515918922,0.5,20,1024,small,0.6891133673718058,99.24022160000001,,,PRUNED
186,186,82.76747719999999,2022-06-26 21:32:47.829633,2022-06-26 21:39:04.583536,0 days 00:06:16.753903,relu,32,0.1,0.002743916831327765,0.95,0.99,0.03558031460752822,0.6,1,128,small,0.06794271958317533,82.76747719999999,,,PRUNED
187,187,2146.2022962,2022-06-26 21:37:31.816603,2022-06-26 23:39:02.431560,0 days 02:01:30.614957,relu,16,0.1,0.00290896863630304,0.95,0.999,0.0012542690615826473,0.9,1,256,small,0.02249562055038712,973.4498326,924.1213058,2146.2022962,PRUNED
188,188,,2022-06-26 21:39:04.584119,2022-06-26 21:58:31.019293,0 days 00:19:26.435174,relu,512,0.3,0.008770861181999266,0.98,0.995,0.018473487442583536,0.6,10,16,small,0.002217757506637996,,,,PRUNED
189,189,307.891665,2022-06-26 21:39:08.456603,2022-06-26 21:48:16.901557,0 days 00:09:08.444954,tanh,128,0.1,4.984602815742431e-08,0.99,0.99,0.00015535009192219485,0.7,20,512,medium,0.7068058377201322,307.891665,,,PRUNED
190,190,,2022-06-26 21:48:16.902183,2022-06-26 21:52:34.166349,0 days 00:04:17.264166,relu,256,0.2,2.0776985133255386e-05,0.9,0.9999,0.13674215347482982,0.5,10,2048,medium,0.10805104233185726,,,,PRUNED
191,191,273.6105276,2022-06-26 21:52:34.167170,2022-06-26 21:57:56.941880,0 days 00:05:22.774710,relu,64,0.2,4.356105186547958e-06,0.98,0.98,7.15065891780854e-05,0.9,1,256,medium,0.03411503986048836,273.6105276,,,PRUNED
192,192,49.477211,2022-06-26 21:57:56.942604,2022-06-26 22:12:00.343608,0 days 00:14:03.401004,relu,16,0.2,0.0007078164966104742,0.95,0.99,0.002906495417105216,1.0,5,16,small,0.05831710005065661,49.477211,,,PRUNED
193,193,241.0761858,2022-06-26 21:58:31.020342,2022-06-26 22:21:14.723075,0 days 00:22:43.702733,relu,16,0.4,0.00023700268771536517,0.99,0.95,0.0001821823830267139,0.6,10,1024,small,0.8573872922094921,241.0761858,,,PRUNED
194,194,93.1249986,2022-06-26 22:12:00.344917,2022-06-26 22:27:49.191311,0 days 00:15:48.846394,tanh,32,0.3,0.00014296902927658455,0.92,0.999,0.009357698153164328,0.5,10,128,small,0.06221377234900594,93.1249986,,,PRUNED
195,195,,2022-06-26 22:13:23.283866,2022-06-26 22:14:32.641783,0 days 00:01:09.357917,relu,256,0.2,4.990503144560337e-06,0.95,0.995,0.1591213560471158,0.6,20,64,small,0.8051779046902009,,,,PRUNED
196,196,-4.7631128,2022-06-26 22:14:32.642676,2022-06-26 22:22:08.332889,0 days 00:07:35.690213,relu,128,0.1,8.545672429216041e-07,0.99,0.9999,0.5615140346648606,0.9,10,512,small,0.9521059938553874,-4.7631128,,,PRUNED
197,197,256.93959159999997,2022-06-26 22:21:14.723693,2022-06-26 23:28:10.869445,0 days 01:06:56.145752,tanh,16,0.2,0.0007883087101328773,0.8,0.95,7.689243049485959e-05,0.5,5,1024,small,0.24023777305164964,429.2839296,256.93959159999997,,PRUNED
198,198,97.2500984,2022-06-26 22:22:08.333795,2022-06-26 22:28:52.641501,0 days 00:06:44.307706,relu,256,0.4,0.009628820886855523,0.9,0.999,0.07244847534015365,0.8,10,256,small,0.94602947047653,97.2500984,,,PRUNED
199,199,308.3163062,2022-06-26 22:27:49.191995,2022-06-26 22:57:16.245250,0 days 00:29:27.053255,relu,16,0.2,8.939437079657951e-08,0.9,0.9,0.0001877718513873613,0.9,10,256,small,0.3796863625708173,308.3163062,,,PRUNED
200,200,85.85965499999999,2022-06-26 22:28:52.642298,2022-06-26 22:36:18.097709,0 days 00:07:25.455411,tanh,512,0.2,0.008241410547773869,0.99,0.999,0.04846941276034242,0.3,10,1024,small,0.31259236434900206,85.85965499999999,,,PRUNED
201,201,-37.6027754,2022-06-26 22:36:18.098351,2022-06-26 23:27:27.636815,0 days 00:51:09.538464,relu,64,0.2,1.385410904486214e-06,0.98,0.9999,9.036750846628004e-05,0.3,20,16,medium,0.9710532499607386,-37.6027754,,,PRUNED
202,202,1933.5873180000003,2022-06-26 22:57:16.245818,2022-06-27 03:40:31.284567,0 days 04:43:15.038749,relu,16,0.2,4.9760891538596486e-05,0.98,0.995,0.0006323133661073616,0.7,5,2048,medium,0.8205859677719959,989.3557564,1246.8921368,1933.5873180000003,PRUNED
203,203,52.159758999999994,2022-06-26 23:27:27.637403,2022-06-26 23:39:33.475871,0 days 00:12:05.838468,tanh,128,0.3,7.519470710829092e-05,0.92,0.9,0.12671298085312502,1.0,20,2048,medium,0.7214582839033719,52.159758999999994,,,PRUNED
204,204,235.781811,2022-06-26 23:28:10.870082,2022-06-26 23:57:40.122986,0 days 00:29:29.252904,relu,16,0.2,0.07901173189603616,0.95,0.9999,0.0009210043028735161,0.6,10,1024,small,0.7987547329308646,235.781811,,,PRUNED
205,205,82.7380808,2022-06-26 23:39:02.432288,2022-06-26 23:47:27.938869,0 days 00:08:25.506581,relu,128,0.2,2.2600093668426636e-05,1.0,0.995,3.021301764825956e-05,1.0,5,1024,medium,0.966130873828972,82.7380808,,,PRUNED
206,206,,2022-06-26 23:39:33.476412,2022-06-26 23:40:32.270452,0 days 00:00:58.794040,relu,16,0.2,8.330059601810232e-05,0.99,0.9,0.07406448449997102,2.0,10,128,medium,0.4917377128638338,,,,PRUNED
207,207,-20.456358799999997,2022-06-26 23:40:32.271253,2022-06-26 23:47:44.895535,0 days 00:07:12.624282,relu,512,0.4,3.6468795459073185e-07,0.92,0.995,0.13804797402306157,2.0,5,1024,medium,0.6551193233245943,-20.456358799999997,,,PRUNED
208,208,238.74636759999999,2022-06-26 23:47:27.939592,2022-06-26 23:59:01.182719,0 days 00:11:33.243127,relu,32,0.1,2.109362016558118e-07,0.92,0.999,0.00041996149699367663,0.8,5,128,medium,0.5128989861216307,238.74636759999999,,,PRUNED
209,209,-18.795526000000002,2022-06-26 23:47:44.896398,2022-06-27 00:14:56.651818,0 days 00:27:11.755420,relu,256,0.2,1.3212990152650541e-08,0.99,0.999,0.25417451151587156,0.9,5,8,medium,0.8323664770924444,-18.795526000000002,,,PRUNED
